When did it happen,Year,City or County,State,State Abbrv,Address,Total Fatalities,Total Injured,Comment,Venue,Related to School?
3-Aug-14,2014,Culpeper,Virginia,VA,"Culpeper, Virginia",5,0,The shooter was Clarence Washington,N/A,N/A
3-Aug-14,2014,Houston,Texas,TX,"Houston, Texas",0,6,The shooter was not identified,N/A,N/A
3-Aug-14,2014,Saint Louis,Missouri,MO,5200 block of Thekla ,0,5,N/A,N/A,N/A
3-Aug-14,2014,Spring,Texas,TX,T.C Jester and FM 1960,0,7,N/A,N/A,N/A
3-Aug-14,2014,St. Louis,Missouri,MO,"St. Louis, Missouri",0,5,The shooter was not identified,N/A,N/A
4-Aug-14,2014,Atlanta,Georgia,GA,"Atlanta, Georgia",0,5,The shooter was not identified,N/A,N/A
5-Aug-14,2014,Fayetteville,North Carolina,NC,"Fayetteville, North Carolina",3,1,The shooter was not identified,N/A,N/A
6-Aug-14,2014,Bakersfield,California,CA,"Bakersfield, California",3,1,The shooter was not identified,N/A,N/A
6-Aug-14,2014,Chicago,Illinois,IL,"Chicago, Illinois",0,4,The shooter was not identified,N/A,N/A
7-Aug-14,2014,St. Pauls,Pennsylvania,PA,"St. Pauls, Pennsylvania",0,4,The shooter was Hasaan Jamel Ray;Antonio Ray,N/A,N/A
7-Aug-14,2014,Wichita,Kansas,KS,"Wichita, Kansas",1,3,The shooter was not identified,N/A,N/A
8-Aug-14,2014,Albuquerque,New Mexico,NM,"Albuquerque, New Mexico",2,3,"The shooter pulled up to an auto shop and saw his ex-girlfriend talking with her current boyfriend. He crashed his car into the car the couple was standing next to. This knocked the current boyfriend to the ground. The shooter then fired fatal shots at his ex-girlfriend, and shot and injured three other women who had entered the shop.",Retail/Wholesale/Services facility,No
8-Aug-14,2014,Houma,Louisiana,LA,"Houma, Louisiana",0,4,The shooter was not identified,N/A,N/A
8-Aug-14,2014,Milwaukee,Wisconsin,WI,"Milwaukee, Wisconsin",0,4,The shooter was not identified,N/A,N/A
8-Aug-14,2014,Washington,District of Columbia,DC,"Washington, District of Columbia",0,4,The shooter was not identified,N/A,N/A
9-Aug-14,2014,Columbus,Ohio,OH,"Columbus, Ohio",0,4,The shooter was not identified,N/A,N/A
9-Aug-14,2014,Minneapolis,Minnesota,MN,400 3rd Ave N,1,8,N/A,N/A,N/A
9-Aug-14,2014,Philadelphia,Pennsylvania,PA,"Philadelphia, Pennsylvania",0,4,The shooter was not identified,N/A,N/A
10-Aug-14,2014,Moreno Valley,California,CA,"Moreno Valley, California",0,7,The shooter was not identified,N/A,N/A
10-Aug-14,2014,New Orleans,Louisiana,LA,"New Orleans, Louisiana",2,5,The shooter was not identified,N/A,N/A
10-Aug-14,2014,Washington,District of Columbia,DC,"Washington, District of Columbia",0,6,The shooter was not identified,N/A,N/A
10-Aug-14,2014,Wrightsville,Georgia,GA,"Wrightsville, Georgia",0,6,The shooter was not identified,N/A,N/A
12-Aug-14,2014,Bartow County,Georgia,GA,Brent Circle,2,3,N/A,N/A,N/A
12-Aug-14,2014,Buffalo,New York,NY,"Buffalo, New York",1,3,The shooter was not identified,N/A,N/A
12-Aug-14,2014,Cartersville,Georgia,GA,"Cartersville, Georgia",3,4,The shooter was Austin Denzell Tyler,N/A,N/A
13-Aug-14,2014,Clarksville,Tennessee,TN,Treeland Drive,0,4,N/A,N/A,N/A
13-Aug-14,2014,Memphis,Tennessee,TN,"Memphis, Tennessee",1,5,The shooter was not identified,N/A,N/A
13-Aug-14,2014,New Orleans,Louisiana,LA,"New Orleans, Louisiana",0,4,The shooter was not identified,N/A,N/A
14-Aug-14,2014,Memphis,Tennessee,TN,797 Pope Street,1,3,N/A,N/A,N/A
14-Aug-14,2014,Sauk Villiage,Illinois,IL,"Sauk Villiage, Illinois",1,3,The shooter was not identified,N/A,N/A
15-Aug-14,2014,Knoxville,Tennessee,TN,"Knoxville, Tennessee",2,2,The shooter was Michael William Little,N/A,N/A
16-Aug-14,2014,Camp Spring,Maryland,MD,"Camp Spring, Maryland",2,2,The shooter was Frederick Miller,N/A,N/A
16-Aug-14,2014,Plainfield,New Jersey,NJ,"Plainfield, New Jersey",1,3,The shooter was not identified,N/A,N/A
16-Aug-14,2014,Salt Lake City,Utah,UT,"Salt Lake City, Utah",0,6,The shooter was not identified,N/A,N/A
17-Aug-14,2014,Boston,Massachusetts,MA,"Boston, Massachusetts",0,4,The shooter was Melvin Smith,N/A,N/A
17-Aug-14,2014,East Palo Alto,California,CA,Purdue Street and Georgetown Avenue,1,3,N/A,N/A,N/A
17-Aug-14,2014,Las Vegas,Nevada,NV,"Las Vegas, Nevada",0,4,The shooter was not identified,N/A,N/A
17-Aug-14,2014,Palo Alto,California,CA,"Palo Alto, California",1,4,The shooter was not identified,N/A,N/A
17-Aug-14,2014,Queens,New York,NY,"Queens, New York",0,4,The shooter was not identified,N/A,N/A
18-Aug-14,2014,Saint Martinville,Louisiana,LA,Main and Hyacinth streets,0,4,N/A,N/A,N/A
20-Aug-14,2014,Frayser,Tennessee,TN,"Frayser, Tennessee",0,5,The shooter was not identified,N/A,N/A
20-Aug-14,2014,Memphis,Tennessee,TN,1400 block of Briarcrest Lane,0,5,N/A,N/A,N/A
24-Aug-14,2014,Augusta,Georgia,GA,1013 Carrie Street,1,3,N/A,N/A,N/A
24-Aug-14,2014,Chicago,Illinois,IL,"Chicago, Illinois",1,3,The shooter was not identified,N/A,N/A
24-Aug-14,2014,San Fernando,California,CA,1400 block of Celis Street ,3,4,N/A,N/A,N/A
25-Aug-14,2014,Chicago,Illinois,IL,"Chicago, Illinois",0,4,The shooter was not identified,N/A,N/A
25-Aug-14,2014,San Fernando Valley,California,CA,"San Fernando Valley, California",2,4,The shooter was not identified,N/A,N/A
26-Aug-14,2014,Tulsa,Oklahoma,OK,"Tulsa, Oklahoma",4,0,The shooter was William Rolando Fuentes Godinez,N/A,N/A
27-Aug-14,2014,Detroit,Michigan,Mi,"Detroit, Michigan",1,3,The shooter was Unkown,N/A,N/A
29-Aug-14,2014,Brooksville,Florida,FL,820 Peach St,3,1,N/A,N/A,N/A
30-Aug-14,2014,Brooksville,Florida,FL,"Brooksville, Florida",3,1,The shooter was George Mason III,N/A,N/A
30-Aug-14,2014,Elmhurst,Illinois,IL,"Elmhurst, Illinois",4,0,The shooter was Francis Stack,N/A,N/A
31-Aug-14,2014,Birmingham,Alabama,AL,"Birmingham, Alabama",2,2,The shooter was Unkown,N/A,N/A
31-Aug-14,2014,Livermore,California,CA,"Livermore, California",0,5,The shooter was Anthony Jesus Torres,N/A,N/A
1-Sep-14,2014,Brooklyn,New York,NY,"Brooklyn, New York",1,3,The shooter was Derek Gooding,N/A,N/A
1-Sep-14,2014,Greensboro,North Carolina,NC,"Greensboro, North Carolina",2,2,The shooter was Unkown,N/A,N/A
1-Sep-14,2014,Greenville,North Carolina,NC,"Greenville, North Carolina",4,1,The shooter was Evan Bennett,N/A,N/A
2-Sep-14,2014,Highland,California,CA,"Highland, California",0,5,The shooter was Unkown,N/A,N/A
2-Sep-14,2014,Jackson,Mississippi,MS,"Jackson, Mississippi",2,3,The shooter was Unkown,N/A,N/A
2-Sep-14,2014,Kansas City,Kansas,KS,"Kansas City, Kansas",3,2,The shooter was Unkown,N/A,N/A
3-Sep-14,2014,Los Angeles,California,CA,"Los Angeles, California",0,4,The shooter was not identified,N/A,N/A
4-Sep-14,2014,Flint,Michigan,MI,"Flint, Michigan",0,5,The shooter was not identified,N/A,N/A
6-Sep-14,2014,Macon,Georgia,GA,"Macon, Georgia",0,5,The shooter was Jamel Ramon Nolton,N/A,N/A
6-Sep-14,2014,Orange County,Florida,FL,South Orange Blossom Trail,0,4,N/A,N/A,N/A
6-Sep-14,2014,Orlando,Florida,FL,"Orlando, Florida",0,5,The shooter was not identified,N/A,N/A
11-Sep-14,2014,Detroit,Michigan,Mi,"Detroit, Michigan",1,5,The shooter was not identified,N/A,N/A
14-Sep-14,2014,Abbeville,Louisiana,LA,"Abbeville, Louisiana",0,7,The shooter was Bryson Provost;Malcolm Green,N/A,N/A
14-Sep-14,2014,Anchorage,Alaska,AK,"Anchorage, Alaska",0,6,The shooter was not identified,N/A,N/A
14-Sep-14,2014,Corpus Christi,Texas,TX,"Corpus Christi, Texas",3,1,The shooter was Sammuel Toomey,N/A,N/A
14-Sep-14,2014,Flour Bluff,Texas,TX,229 Naval Air Station Drive,3,1,N/A,N/A,N/A
14-Sep-14,2014,Norfolk,Virginia,VA,"Norfolk, Virginia",1,3,The shooter was Tecorey D. Fortson,N/A,N/A
15-Sep-14,2014,Cleveland,Ohio,OH,"Cleveland, Ohio",0,4,The shooter was Wesley Daley Jr,N/A,N/A
15-Sep-14,2014,New Orleans,Louisiana,LA,"New Orleans, Louisiana",0,5,The shooter was not identified,N/A,N/A
18-Sep-14,2014,Bell,Florida,FL,"Bell, Florida",8,0,The shooter was Don Charles Spirit,N/A,N/A
19-Sep-14,2014,Queens,New York,NY,"Queens, New York",0,4,The shooter was not identified,N/A,N/A
20-Sep-14,2014,Panola County,Mississippi,MS,"Panola County, Mississippi",2,2,The shooter was not identified,N/A,N/A
21-Sep-14,2014,East Liverpool,Ohio,OH,"East Liverpool, Ohio",0,4,The shooter was not identified,N/A,N/A
21-Sep-14,2014,Philadelphia,Pennsylvania,PA,"Philadelphia, Pennsylvania",2,2,The shooter was not identified,N/A,N/A
26-Sep-14,2014,Darlington County,South Carolina,SC,600 block of Turner Road,1,4,N/A,N/A,N/A
27-Sep-14,2014,Saint Louis,Missouri,MO,2000 block East John Avenue,0,5,N/A,N/A,N/A
28-Sep-14,2014,Indianapolis,Indiana,IN,"Indianapolis, Indiana",0,4,The shooter was Vernell Ballard;Unknown,N/A,N/A
28-Sep-14,2014,Miami,Florida,FL,"Miami, Florida",0,15,The shooter was not identified,N/A,N/A
28-Sep-14,2014,Philadelphia,Pennsylvania,PA,"Philadelphia, Pennsylvania",0,4,The shooter was not identified,N/A,N/A
28-Sep-14,2014,Walterboro,South Carolina,SC,"Walterboro, South Carolina",1,6,The shooter was not identified,N/A,N/A
29-Sep-14,2014,Fresno,California,CA,"Fresno, California",0,4,The shooter was not identified,N/A,N/A
29-Sep-14,2014,Walterboro,South Carolina,SC,29 Sandy Dam Lane,1,7,N/A,N/A,N/A
30-Sep-14,2014,Detroit,Michigan,Mi,"Detroit, Michigan",0,5,The shooter was not identified,N/A,N/A
2-Oct-14,2014,Darlington,South Carolina,SC,"Darlington, South Carolina",0,5,The shooter was Alonzo Russell Sr.;Sylvester Lamont Jordan;Damaino Nicholas Thomas,N/A,N/A
4-Oct-14,2014,Chicago,Illinois,IL,"Chicago, Illinois",1,3,The shooter was not identified,N/A,N/A
4-Oct-14,2014,Memphis,Tennessee,TN,"Memphis, Tennessee",2,2,The shooter was not identified,N/A,N/A
4-Oct-14,2014,Pomona,California,CA,"Pomona, California",0,4,The shooter was not identified,N/A,N/A
5-Oct-14,2014,Detroit,Michigan,MI,East 7 Mile Road and Sherwood Street,1,5,N/A,N/A,N/A
5-Oct-14,2014,Jacksonville,Florida,FL,"Jacksonville, Florida",3,2,The shooter was Prosper Natron Johnson;Deanta Holsey,N/A,N/A
6-Oct-14,2014,Detroit,Michigan,Mi,"Detroit, Michigan",1,5,The shooter was Mark Dorch,N/A,N/A
7-Oct-14,2014,Aberdeen,Mississippi,MS,"Aberdeen, Mississippi",2,2,The shooter was Mickey Sudduth,N/A,N/A
8-Oct-14,2014,Atlanta,Georgia,GA,Auburn Avenue and Edgewood Avenue,0,4,N/A,N/A,N/A
8-Oct-14,2014,Guilderland,New York,NY,1846 Western Ave,4,0,N/A,N/A,N/A
8-Oct-14,2014,Richmond,Virginia,VA,"Richmond, Virginia",4,0,The shooter was Traymont B. Burton,N/A,N/A
9-Oct-14,2014,Atlanta,Georgia,GA,"Atlanta, Georgia",0,4,The shooter was not identified,N/A,N/A
9-Oct-14,2014,Oklahoma City,Oklahoma,OK,"Oklahoma City, Oklahoma",1,3,The shooter was Unreported,N/A,N/A
10-Oct-14,2014,Utica,New York,NY,"Utica, New York",0,5,The shooter was Calvin A. Dennis,N/A,N/A
11-Oct-14,2014,Stockton,California,CA,"Stockton, California",3,1,The shooter was not identified,N/A,N/A
11-Oct-14,2014,Utica,New York,NY,222 Bleecker Street,0,5,N/A,N/A,N/A
12-Oct-14,2014,Atlanta,Georgia,GA,"Atlanta, Georgia",1,3,The shooter was not identified,N/A,N/A
12-Oct-14,2014,Stockton,California,CA,1100 block of East March Lane,3,1,N/A,N/A,N/A
13-Oct-14,2014,Atlanta,Georgia,GA,85 Mount Zion Road,0,4,N/A,N/A,N/A
14-Oct-14,2014,Peachtree Corners,Georgia,GA,"Peachtree Corners, Georgia",3,2,The shooter was Brandon Mclean,N/A,N/A
16-Oct-14,2014,Detroit,Michigan,Mi,"Detroit, Michigan",1,3,The shooter was Donnie Everett,N/A,N/A
16-Oct-14,2014,Port Orange,Florida,FL,"Port Orange, Florida",3,1,The shooter was David Mohney,N/A,N/A
18-Oct-14,2014,Aiken,South Carolina,SC,"Aiken, South Carolina",1,3,The shooter was not identified,N/A,N/A
18-Oct-14,2014,Brooklyn,New York,NY,"Brooklyn, New York",0,4,The shooter was not identified,N/A,N/A
18-Oct-14,2014,Graniteville,South Carolina,SC,192 Breezy Hill Road,1,3,N/A,N/A,N/A
18-Oct-14,2014,Queens,New York,NY,33-02 Queens Blvd,0,4,N/A,N/A,N/A
20-Oct-14,2014,Detroit,Michigan,Mi,"Detroit, Michigan",0,4,The shooter was not identified,N/A,N/A
24-Oct-14,2014,Marysville,Washington,WA,"Marysville, Washington",5,1,"Mass shooting in Marysville (WA), 2014. Jaylen Fryberg, 15, using a .40-caliber Berretta, shot five 
students at Marysville High School, including two of his cousins and three friends, killing all but one. Fryberg arranged to meet them for lunch in the school cafeteria by text. Fryberg was reportedly well-liked at the school and there was not believed to be any ill-will between him and his victims. He committed suicide at the scene. 5 people died.",School/College/Uni,Yes
24-Oct-14,2014,Sacramento,California,CA,2030 Arden Way,2,3,N/A,N/A,N/A
26-Oct-14,2014,Cadiz,Kentucky,KY,"Cadiz, Kentucky",4,0,The shooter was Vito Riservato,N/A,N/A
29-Oct-14,2014,Memphis,Tennessee,TN,Yale Road and Ramill Road,0,5,N/A,N/A,N/A
29-Oct-14,2014,Raleigh,North Carolina,NC,"Raleigh, North Carolina",0,5,The shooter was not identified,N/A,N/A
5-Nov-14,2014,San Francisco,California,CA,"San Francisco, California",0,4,The shooter was not identified,N/A,N/A
7-Nov-14,2014,Compton,California,CA,136th Street ,0,4,N/A,N/A,N/A
7-Nov-14,2014,Los Angeles,California,CA,"Los Angeles, California",0,4,The shooter was not identified,N/A,N/A
8-Nov-14,2014,Greensboro,North Carolina,NC,"Greensboro, North Carolina",1,4,The shooter was Jose M. Chavez;Michael Wayne Davis,N/A,N/A
8-Nov-14,2014,Pomona,California,CA,"Pomona, California",0,5,The shooter was not identified,N/A,N/A
15-Nov-14,2014,Miami,Florida,FL,NW 55th and 12th,1,3,N/A,N/A,N/A
15-Nov-14,2014,Springfield,Missouri,MO,"Springfield, Missouri",3,1,The shooter was Scott Goodwin-Bey,N/A,N/A
16-Nov-14,2014,Akron,Ohio,OH,"Akron, Ohio",1,4,The shooter was Kenan Ivery,N/A,N/A
16-Nov-14,2014,El Paso,Texas,TX,115 S. Durango,0,6,N/A,N/A,N/A
16-Nov-14,2014,Miami,Florida,FL,"Miami, Florida",1,3,The shooter was not identified,N/A,N/A
17-Nov-14,2014,El Paso,Texas,TX,"El Paso, Texas",0,6,The shooter was Martin D. Guerrero,N/A,N/A
17-Nov-14,2014,North Las Vegas,Nevada,NV,"North Las Vegas, Nevada",0,4,The shooter was not identified,N/A,N/A
18-Nov-14,2014,North Las Vegas,Nevada,NV,Englestad Street,0,4,N/A,N/A,N/A
19-Nov-14,2014,Chicago,Illinois,IL,"Chicago, Illinois",1,3,The shooter was not identified,N/A,N/A
19-Nov-14,2014,Cleveland,Ohio,OH,"Cleveland, Ohio",4,1,The shooter was James E. Sparks Henderson,N/A,N/A
19-Nov-14,2014,Tallahassee,Florida,FL,"Tallahassee, Florida",1,3,"A graduate of Florida State University went to a library on campus which was full of people. He opened fire, injuring three people. Police arrived and told the shooter to drop the weapon, but he refused. Police then fired at the shooter, killing him.",School/College/Uni,Yes
20-Nov-14,2014,Tabernacle,New Jersey,NJ,"Tabernacle, New Jersey",3,1,The shooter was Jeannine LePage,N/A,N/A
21-Nov-14,2014,Clairton,Pennsylvania,PA,"Clairton, Pennsylvania",0,6,The shooter was not identified,N/A,N/A
21-Nov-14,2014,Pittsburgh,Pennsylvania,PA,600 block of Miller Avenue,0,6,N/A,N/A,N/A
22-Nov-14,2014,Cleveland,Ohio,OH,1400 block of East 92nd Street,4,1,N/A,N/A,N/A
22-Nov-14,2014,Sisseton,South Dakota,SD,"Sisseton, South Dakota",4,1,The shooter was Colter Richard Arbach,N/A,N/A
22-Nov-14,2014,Springfield,Ohio,OH,"Springfield, Ohio",1,3,The shooter was not identified,N/A,N/A
23-Nov-14,2014,Accomack County,Virginia,VA,"Accomack County, Virginia",0,4,The shooter was Jaquan Cortez Portier,N/A,N/A
23-Nov-14,2014,Denver,Colorado,CO,Federal Boulevard and 16th Avenue,1,4,N/A,N/A,N/A
26-Nov-14,2014,Reading,Pennsylvania,PA,"Reading, Pennsylvania",0,4,The shooter was not identified,N/A,N/A
26-Nov-14,2014,San Francisco,California,CA,"San Francisco, California",0,6,The shooter was not identified,N/A,N/A
27-Nov-14,2014,Weir,Texas,TX,County Road 934,2,3,N/A,N/A,N/A
28-Nov-14,2014,Memphis,Tennessee,TN,"Memphis, Tennessee",0,4,The shooter was not identified,N/A,N/A
28-Nov-14,2014,Weir,Texas,TX,"Weir, Texas",2,3,The shooter was Jose Hernandez Benitez,N/A,N/A
29-Nov-14,2014,Atlanta,Georgia,GA,"Atlanta, Georgia",3,2,The shooter was Unkown,N/A,N/A
29-Nov-14,2014,Newark,New Jersey,NJ,"Newark, New Jersey",1,3,The shooter was Unkown,N/A,N/A
30-Nov-14,2014,Brooklyn,New York,NY,"Brooklyn, New York",0,4,The shooter was not identified,N/A,N/A
30-Nov-14,2014,Chattanooga,Tennessee,TN,"Chattanooga, Tennessee",0,5,The shooter was not identified,N/A,N/A
1-Dec-14,2014,Morgantown,West Virginia,WV,"Morgantown, West Virginia",5,0,"A man entered the home of his ex-girlfriend and shot and killed her and her new boyfriend. He then proceeded to the home of a business rival, whom he killed, and the home of another man with whom his ex-girlfriend had been involved, whom he also killed. The shooter then drove to another county and shot himself.",Residential home/Neighborhood,No
1-Dec-14,2014,Westover,West Virginia,WV,"Westover, West Virginia",5,0,The shooter was Jody Lee Hunt,N/A,N/A
2-Dec-14,2014,Newport News,Virginia,VA,"Newport News, Virginia",0,5,The shooter was not identified,N/A,N/A
2-Dec-14,2014,Saint Louis,Missouri,MO,6000 block of Virginia Avenue,1,5,N/A,N/A,N/A
2-Dec-14,2014,St. Louis,Missouri,MO,"St. Louis, Missouri",2,4,The shooter was not identified,N/A,N/A
3-Dec-14,2014,Cabarrus County,North Carolina,NC,"Cabarrus County, North Carolina",1,3,The shooter was Reginald Mercer,N/A,N/A
6-Dec-14,2014,Minneapolis,Minnesota,MN,"Minneapolis, Minnesota",0,4,The shooter was not identified,N/A,N/A
7-Dec-14,2014,South Bend,Indiana,IN,16000 block of Roosevelt Road,0,4,N/A,N/A,N/A
7-Dec-14,2014,St. Joseph County,Indiana,IN,"St. Joseph County, Indiana",0,4,The shooter was not identified,N/A,N/A
12-Dec-14,2014,Macon,Georgia,GA,2822 Bloomfield Drive,3,3,N/A,N/A,N/A
12-Dec-14,2014,Portland,Oregon,OR,"Portland, Oregon",0,4,The shooter was not identified,N/A,N/A
13-Dec-14,2014,Tampa,Florida,FL,"Tampa, Florida",0,5,The shooter was not identified,N/A,N/A
14-Dec-14,2014,Macon,Georgia,GA,"Macon, Georgia",2,4,The shooter was not identified,N/A,N/A
14-Dec-14,2014,Miami,Florida,FL,"Miami, Florida",1,4,The shooter was not identified,N/A,N/A
15-Dec-14,2014,Chicago,Illinois,IL,"Chicago, Illinois",0,4,The shooter was not identified,N/A,N/A
15-Dec-14,2014,Montgomery County,Pennsylvania,PA,"Montgomery County, Pennsylvania",6,3,The shooter was Bradley William Stone,N/A,N/A
15-Dec-14,2014,"Pennsburg, Souderton, Lansdale, Harleysville",Pennsylvania,PA,"Pennsburg, Souderton, Lansdale, Harleysville, Pennsylvania",7,1,"A man entered the Souderton home of his ex-wife's sister and killed her, her husband, and her two children. He then went to a Lansdale residence and shot his ex-wife's mother and grandmother. He proceeded to his ex-wife's home in Lower Salford where he fatally shot her and took their two daughters to another location. Nearly two days later the was found dead from a drug overdose.",Residential home/Neighborhood,No
16-Dec-14,2014,Elizabeth,New Jersey,NJ,"Elizabeth, New Jersey",0,4,The shooter was not identified,N/A,N/A
20-Dec-14,2014,Rockford,Illinois,IL,"Rockford, Illinois",4,0,The shooter was Calvin Carter,N/A,N/A
21-Dec-14,2014,Calumet City,Illinois,IL,"Calumet City, Illinois",1,10,The shooter was not identified,N/A,N/A
21-Dec-14,2014,Denton,Texas,TX,"Denton, Texas",2,2,The shooter was not identified,N/A,N/A
21-Dec-14,2014,Sarasota,Florida,FL,"Sarasota, Florida",2,3,The shooter was not identified,N/A,N/A
21-Dec-14,2014,Waynesboro,Mississippi,MS,Central Avenue,1,4,N/A,N/A,N/A
22-Dec-14,2014,Chicago,Illinois,IL,"Chicago, Illinois",0,5,The shooter was not identified,N/A,N/A
22-Dec-14,2014,Detroit,Michigan,MI,"Detroit, Michigan",1,3,The shooter was not identified,N/A,N/A
22-Dec-14,2014,Fresno,California,CA,"Fresno, California",0,4,The shooter was not identified,N/A,N/A
22-Dec-14,2014,Miami-Dade,Florida,FL,"Miami-Dade, Florida",0,9,The shooter was not identified,N/A,N/A
22-Dec-14,2014,Webster,New York,NY,191 Lake Road,3,2,N/A,N/A,N/A
23-Dec-14,2014,Winchester,Kentucky,KY,"Winchester, Kentucky",1,3,The shooter was not identified,N/A,N/A
24-Dec-14,2014,Saint Louis,Missouri,MO,18th and Pine,1,3,N/A,N/A,N/A
24-Dec-14,2014,St. Louis,Missouri,MO,"St. Louis, Missouri",1,3,The shooter was Lillian Barnett;Lamont Wilkerson,N/A,N/A
26-Dec-14,2014,East St. Louis,Illinois,IL,"East St. Louis, Illinois",1,3,The shooter was not identified,N/A,N/A
27-Dec-14,2014,Los Angeles,California,CA,"Los Angeles, California",1,3,The shooter was not identified,N/A,N/A
27-Dec-14,2014,Sacramento,California,CA,"Sacramento, California",0,4,The shooter was not identified,N/A,N/A
29-Dec-14,2014,New Orleans,Louisiana,LA,"New Orleans, Louisiana",0,4,The shooter was not identified,N/A,N/A
31-Dec-14,2014,Los Angeles,California,CA,81st Street and Western Avenue,1,3,N/A,N/A,N/A
1-Jan-15,2015,Memphis,Tennessee,TN,"Memphis, Tennessee",0,5,People were on a party bus that was shot at by people in two vehicles that followed the bus. At least one of these men had been in a verbal argument with one of the bus' passengers at a club where the party bus had stopped just before the shooting.,Public transportation,No
2-Jan-15,2015,Savannah,Georgia,GA,"Savannah, Georgia",1,4,The shooter was not identified,N/A,N/A
4-Jan-15,2015,Dallas,Texas,TX,"Dallas, Texas",3,1,The shooter was Jack Diwitt Hunt,N/A,N/A
4-Jan-15,2015,Roanoke,Virginia,VA,"Roanoke, Virginia",2,4,The shooter was William Christopher Cabbler;Demetrius Jermaine Wade,N/A,N/A
6-Jan-15,2015,Miami,Florida,FL,"Miami, Florida",1,3,The shooter was not identified,N/A,N/A
7-Jan-15,2015,Chattanooga,Tennessee,TN,"Chattanooga, Tennessee",1,3,The shooter was Cortez Sims,N/A,N/A
8-Jan-15,2015,Boston,Massachusetts,MA,"Boston, Massachusetts",1,3,The shooter was not identified,N/A,N/A
9-Jan-15,2015,San Francisco,California,CA,"San Francisco, California",4,0,The shooter was not identified,N/A,N/A
10-Jan-15,2015,Moscow,Idaho,ID,"Moscow, Idaho",3,1,"A man shot his adoptive mother in her house, walked to his landlord's nearby office and shot and killed him and injured another person in the office. He then drove to an Arby's that his parents frequented, asked to see the manager, and shot and killed her. ",Residential home/Neighborhood,No
10-Jan-15,2015,Wichita,Kansas,KS,"Wichita, Kansas",2,2,The shooter was Ishmael Bryant,N/A,N/A
11-Jan-15,2015,Hope Mills,North Carolina,NC,"Hope Mills, North Carolina",2,5,The shooter was not identified,N/A,N/A
11-Jan-15,2015,Lakeland,Florida,FL,"Lakeland, Florida",1,3,The shooter was not identified,N/A,N/A
11-Jan-15,2015,San Jose,California,CA,"San Jose, California",0,5,The shooter was not identified,N/A,N/A
11-Jan-15,2015,Tuskegee,Alabama,AL,"Tuskegee, Alabama",0,5,The shooter was Rishod Shermaine Fields,N/A,N/A
13-Jan-15,2015,Portsmouth,Virginia,VA,"Portsmouth, Virginia",0,5,The shooter was not identified,N/A,N/A
13-Jan-15,2015,Rockford,Illinois,IL,700 block of Oakley Avenue,2,2,N/A,N/A,N/A
14-Jan-15,2015,Rockford,Illinois,IL,"Rockford, Illinois",2,2,The shooter was not identified,N/A,N/A
16-Jan-15,2015,Oakland,California,CA,105th and Edes,2,2,N/A,N/A,N/A
19-Jan-15,2015,San Antonio,Texas,TX,"San Antonio, Texas",2,5,The shooter was not identified,N/A,N/A
20-Jan-15,2015,Clarksville,Tennessee,TN,"Clarksville, Tennessee",1,3,The shooter was Timothy David Shoffner,N/A,N/A
23-Jan-15,2015,Boston,Massachusetts,MA,"Boston, Massachusetts",0,6,The shooter was not identified,N/A,N/A
24-Jan-15,2015,Arverne (Queens),New York,NY,231-11 148th Avenue,4,1,N/A,N/A,N/A
24-Jan-15,2015,New York City,New York,NY,"New York City, New York",4,1,"A man shot his two daughters, wife, and mother-in-law, killing all but one of his daughters. The shooter  then went to his car and shot himself.",Residential home/Neighborhood,No
24-Jan-15,2015,Omaha,Nebraska,NE,"Omaha, Nebraska",3,5,"Two shooters opened fire at a party outside a home in Omaha. Three were killed and five others were injured. One of the suspected shooters was arrested, but the other has not been identified. Possibly gang-related.",Street/Highway,No
24-Jan-15,2015,Queens,New York,NY,"Queens, New York",4,1,The shooter was Jonathon Walker,N/A,N/A
26-Jan-15,2015,Stockton,California,CA,"Stockton, California",1,4,The shooter was not identified,N/A,N/A
28-Jan-15,2015,DeKalb,Georgia,GA,"DeKalb, Georgia",1,3,The shooter was not identified,N/A,N/A
28-Jan-15,2015,Dekalb County,Georgia,GA,1600 block of Panola Road,1,3,N/A,N/A,N/A
28-Jan-15,2015,LaGrange,Georgia,GA,"LaGrange, Georgia",5,0,"In a Georgia home, a man shot three family members and one friend, and strangled his daughter in law. All five died. He left town with the family's dog, and police arrested him several days later.",Residential home/Neighborhood,No
29-Jan-15,2015,Troup County,Georgia,GA,"Troup County, Georgia",4,0,The shooter was Thomas Jesse Lee,N/A,N/A
31-Jan-15,2015,Lagrange,Georgia,GA,100 block of Woodstream Trail,4,0,N/A,N/A,N/A
1-Feb-15,2015,Manhattan,New York,NY,"Manhattan, New York",1,4,The shooter was not identified,N/A,N/A
1-Feb-15,2015,New York (Manhattan),New York,NY,3345 Broadway,1,4,N/A,N/A,N/A
1-Feb-15,2015,Syracuse,New York,NY,"Syracuse, New York",0,6,"A man forced his ex-girlfriend at gunpoint to bring him to McAvan's Pub, where a birthday party with her relatives was taking place. The woman's brother attempted to separate her from her companion, at which point the man opened fire, injuring six people including his ex-girlfriend's brother.",Entertainment venue,No
4-Feb-15,2015,King,North Carolina,NC,"King, North Carolina",4,0,"A Couple and their sons were found shot to death in their mobile home on Wednesday, February 4. 2015. All four family members were found shot in the head. The shooter shot his wife and two boys before killing himself.",Residential home/Neighborhood,No
